"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"2707","2011-07-01 16:00:00",3,0,1,1,33.62,34.85,17,0,85,342,427
"6382","2012-03-03 03:00:00",1,0,0,2,14.76,17.425,93,11.0014,1,20,21
"7550","2012-05-13 22:00:00",2,0,0,2,25.42,30.305,61,11.0014,42,89,131
"6276","2012-02-17 17:00:00",1,0,1,1,17.22,21.21,32,22.0028,36,429,465
"9167","2012-09-05 07:00:00",3,0,1,2,28.7,33.335,79,16.9979,11,489,500
"6233","2012-02-15 22:00:00",1,0,1,1,13.94,17.425,49,7.0015,3,104,107
"2020","2011-05-11 01:00:00",2,0,1,2,20.5,24.24,59,7.0015,4,16,20
"397","2011-01-18 12:00:00",1,0,1,2,8.2,9.09,86,22.0028,0,3,3
"1746","2011-04-18 15:00:00",2,0,1,2,24.6,31.06,43,12.998,64,112,176
"8100","2012-06-17 20:00:00",2,0,0,1,25.42,31.06,57,12.998,101,201,302
"10865","2012-12-19 02:00:00",4,0,1,1,11.48,15.15,65,6.0032,1,2,3
"7001","2012-04-10 00:00:00",2,0,1,2,18.04,21.97,47,19.0012,3,23,26
"7962","2012-06-12 02:00:00",2,0,1,2,27.88,31.82,65,12.998,0,6,6
"5950","2012-02-04 02:00:00",1,0,0,1,9.84,12.88,70,6.0032,6,38,44
"5178","2011-12-09 19:00:00",4,0,1,1,13.94,18.18,61,0,10,189,199
"6043","2012-02-08 00:00:00",1,0,1,1,12.3,14.395,56,15.0013,2,21,23
"1881","2011-05-05 06:00:00",2,0,1,1,13.94,15.91,66,16.9979,3,86,89
"8560","2012-07-18 00:00:00",3,0,1,1,31.16,36.365,66,11.0014,8,45,53
"6523","2012-03-09 00:00:00",1,0,1,2,23.78,27.275,49,31.0009,3,51,54
"8387","2012-07-10 19:00:00",3,0,1,3,28.7,33.335,74,15.0013,55,359,414
"9192","2012-09-06 08:00:00",3,0,1,3,28.7,33.335,79,0,24,622,646
"9629","2012-10-05 13:00:00",4,0,1,1,28.7,32.575,48,0,117,307,424
"6658","2012-03-14 16:00:00",1,0,1,1,29.52,31.82,25,12.998,78,278,356
"9658","2012-10-06 18:00:00",4,0,0,1,21.32,25,48,27.9993,183,312,495
"4241","2011-10-08 17:00:00",4,0,0,1,25.42,31.06,50,8.9981,174,219,393
"8720","2012-08-05 16:00:00",3,0,0,1,33.62,37.88,46,16.9979,143,278,421
"1189","2011-03-14 06:00:00",1,0,1,1,10.66,13.635,65,8.9981,1,27,28
"6936","2012-04-07 07:00:00",2,0,0,1,13.12,15.15,33,19.0012,14,40,54
"10683","2012-12-11 12:00:00",4,0,1,2,14.76,15.91,53,30.0026,13,213,226
"2117","2011-05-15 02:00:00",2,0,0,2,21.32,25,100,8.9981,13,37,50
"4036","2011-09-19 04:00:00",3,0,1,2,20.5,24.24,77,11.0014,2,6,8
"9895","2012-10-16 15:00:00",4,0,1,1,22.14,25.76,41,22.0028,76,270,346
"3005","2011-07-14 02:00:00",3,0,1,1,26.24,31.06,57,19.9995,3,7,10
"6173","2012-02-13 10:00:00",1,0,1,1,5.74,7.575,50,8.9981,1,70,71
"8206","2012-07-03 06:00:00",3,0,1,1,28.7,32.575,65,8.9981,5,149,154
"3428","2011-08-12 17:00:00",3,0,1,1,33.62,35.605,26,0,93,423,516
"7499","2012-05-11 19:00:00",2,0,1,1,26.24,30.305,23,16.9979,73,430,503
"4982","2011-12-01 15:00:00",4,0,1,1,16.4,20.455,40,15.0013,10,144,154
"8155","2012-07-01 03:00:00",3,0,0,1,29.52,35.605,84,8.9981,6,27,33
"1751","2011-04-18 20:00:00",2,0,1,1,24.6,31.06,33,19.9995,29,136,165
"3870","2011-09-12 06:00:00",3,0,1,1,22.96,26.515,83,0,1,108,109
"1869","2011-05-04 18:00:00",2,0,1,1,17.22,21.21,67,16.9979,29,367,396
"6781","2012-03-19 19:00:00",1,0,1,1,25.42,30.305,61,15.0013,86,463,549
"1596","2011-04-12 09:00:00",2,0,1,3,18.86,22.725,94,32.9975,4,50,54
"1910","2011-05-06 11:00:00",2,0,1,2,22.14,25.76,49,22.0028,42,123,165
"6888","2012-04-05 07:00:00",2,0,1,1,13.94,16.665,49,12.998,15,339,354
"5869","2012-01-19 17:00:00",1,0,1,2,10.66,11.365,44,22.0028,21,364,385
"9045","2012-08-19 05:00:00",3,0,0,2,24.6,29.545,73,8.9981,3,8,11
"10638","2012-12-09 15:00:00",4,0,0,3,14.76,17.425,93,11.0014,25,200,225
"5332","2011-12-16 05:00:00",4,0,1,1,19.68,23.485,44,26.0027,0,26,26
"3422","2011-08-12 11:00:00",3,0,1,1,31.16,33.335,29,0,48,108,156
"7390","2012-05-07 06:00:00",2,0,1,1,18.86,22.725,88,7.0015,8,134,142
"1515","2011-04-08 23:00:00",2,0,1,2,12.3,14.395,93,15.0013,4,31,35
"1748","2011-04-18 17:00:00",2,0,1,1,23.78,27.275,49,19.0012,66,362,428
"8370","2012-07-10 02:00:00",3,0,1,1,28.7,33.335,74,8.9981,1,15,16
"7279","2012-05-02 15:00:00",2,0,1,1,26.24,30.305,65,12.998,52,204,256
"4611","2011-11-05 04:00:00",4,0,0,1,11.48,12.88,56,22.0028,3,5,8
"1191","2011-03-14 08:00:00",1,0,1,2,12.3,15.15,56,8.9981,24,217,241
"5027","2011-12-03 12:00:00",4,0,0,1,14.76,18.94,50,0,78,280,358
"3911","2011-09-13 23:00:00",3,0,1,1,26.24,29.545,78,7.0015,15,59,74
"2247","2011-06-01 12:00:00",2,0,1,1,35.26,41.665,53,0,32,137,169
"2877","2011-07-08 18:00:00",3,0,1,1,27.06,30.305,83,6.0032,35,281,316
"5563","2012-01-06 21:00:00",1,0,1,1,16.4,20.455,43,15.0013,17,137,154
"894","2011-03-01 16:00:00",1,0,1,1,13.94,17.425,34,6.0032,10,92,102
"7913","2012-06-10 01:00:00",2,0,0,1,26.24,30.305,73,8.9981,32,84,116
"7418","2012-05-08 10:00:00",2,0,1,2,23.78,27.275,68,27.9993,46,111,157
"3983","2011-09-16 23:00:00",3,0,1,1,20.5,24.24,59,0,20,106,126
"8736","2012-08-06 08:00:00",3,0,1,2,28.7,33.335,79,0,27,578,605
"2368","2011-06-06 13:00:00",2,0,1,1,31.98,34.09,35,0,28,152,180
"2231","2011-05-19 20:00:00",2,0,1,1,22.14,25.76,77,19.0012,46,236,282
"3046","2011-07-15 19:00:00",3,0,1,1,28.7,31.82,45,15.0013,114,280,394
"5199","2011-12-10 16:00:00",4,0,0,1,13.12,14.395,31,26.0027,58,183,241
"3068","2011-07-16 17:00:00",3,0,0,1,31.16,34.09,45,15.0013,234,241,475
"7158","2012-04-16 14:00:00",2,1,0,1,31.16,34.09,45,22.0028,105,183,288
"8900","2012-08-13 04:00:00",3,0,1,1,26.24,30.305,69,7.0015,0,11,11
"1642","2011-04-14 07:00:00",2,0,1,1,15.58,19.695,66,0,11,182,193
"1658","2011-04-14 23:00:00",2,0,1,1,18.86,22.725,59,7.0015,7,40,47
"5510","2012-01-04 16:00:00",1,0,1,2,7.38,8.335,40,19.0012,8,123,131
"9880","2012-10-16 00:00:00",4,0,1,1,18.86,22.725,63,26.0027,3,45,48
"9874","2012-10-15 18:00:00",4,0,1,3,22.14,25.76,77,8.9981,52,540,592
"10349","2012-11-16 14:00:00",4,0,1,1,17.22,21.21,35,7.0015,47,204,251
"10583","2012-12-07 08:00:00",4,0,1,2,12.3,14.395,75,12.998,11,430,441
"10672","2012-12-11 01:00:00",4,0,1,1,17.22,21.21,71,30.0026,1,7,8
"9121","2012-09-03 09:00:00",3,1,0,2,28.7,33.335,84,8.9981,71,158,229
"9642","2012-10-06 02:00:00",4,0,0,1,22.96,26.515,78,12.998,13,62,75
"2880","2011-07-08 21:00:00",3,0,1,2,27.06,30.305,83,16.9979,46,158,204
"4265","2011-10-09 17:00:00",4,0,0,1,25.42,30.305,61,7.0015,208,230,438
"6330","2012-02-19 23:00:00",1,0,0,2,9.02,11.365,93,11.0014,5,30,35
"2434","2011-06-09 07:00:00",2,0,1,2,29.52,34.85,79,8.9981,31,283,314
"3718","2011-09-05 19:00:00",3,1,0,3,27.06,29.545,94,7.0015,52,123,175
"7893","2012-06-09 05:00:00",2,0,0,1,24.6,31.06,56,7.0015,4,15,19
"770","2011-02-15 11:00:00",1,0,1,1,10.66,12.12,25,16.9979,11,46,57
"9786","2012-10-12 02:00:00",4,0,1,1,16.4,20.455,66,6.0032,0,16,16
"6796","2012-04-01 10:00:00",2,0,0,2,16.4,20.455,71,7.0015,132,228,360
"2903","2011-07-09 20:00:00",3,0,0,1,31.16,35.605,58,15.0013,129,185,314
"9562","2012-10-02 18:00:00",4,0,1,3,25.42,27.275,94,6.0032,48,639,687
"10037","2012-11-03 13:00:00",4,0,0,2,14.76,16.665,46,23.9994,110,339,449
"8955","2012-08-15 11:00:00",3,0,1,2,30.34,34.09,58,12.998,80,155,235
"3372","2011-08-10 09:00:00",3,0,1,1,31.16,34.09,48,15.0013,32,148,180
"479","2011-02-03 00:00:00",1,0,1,1,8.2,8.335,40,30.0026,1,11,12
"7729","2012-06-02 09:00:00",2,0,0,1,22.96,26.515,60,16.9979,89,243,332
"1814","2011-05-02 11:00:00",2,0,1,1,23.78,27.275,73,19.9995,34,96,130
"10652","2012-12-10 05:00:00",4,0,1,2,15.58,19.695,94,7.0015,0,27,27
"7399","2012-05-07 15:00:00",2,0,1,2,25.42,31.06,53,19.9995,76,186,262
"7293","2012-05-03 05:00:00",2,0,1,2,18.86,22.725,88,16.9979,1,20,21
"6992","2012-04-09 15:00:00",2,0,1,1,23.78,27.275,28,36.9974,82,173,255
"10307","2012-11-14 20:00:00",4,0,1,1,12.3,15.91,52,6.0032,15,252,267
"6961","2012-04-08 08:00:00",2,0,0,1,16.4,20.455,30,12.998,19,65,84
"1207","2011-03-15 00:00:00",1,0,1,1,13.12,17.425,53,0,7,7,14
"4489","2011-10-19 01:00:00",4,0,1,2,21.32,25,77,12.998,7,9,16
"10648","2012-12-10 01:00:00",4,0,1,2,14.76,18.94,100,0,0,4,4
"2393","2011-06-07 14:00:00",2,0,1,2,32.8,36.365,43,19.0012,34,112,146
"6239","2012-02-16 04:00:00",1,0,1,3,12.3,15.91,70,6.0032,0,3,3
"8182","2012-07-02 06:00:00",3,0,1,1,28.7,32.575,58,7.0015,4,132,136
"3816","2011-09-09 23:00:00",3,0,1,1,25.42,27.275,94,6.0032,35,113,148
"3583","2011-08-19 04:00:00",3,0,1,1,26.24,28.79,83,0,1,7,8
"5877","2012-02-01 01:00:00",1,0,1,1,18.04,21.97,41,19.0012,0,4,4
"9342","2012-09-12 14:00:00",3,0,1,1,28.7,31.82,37,11.0014,78,200,278
"6678","2012-03-15 12:00:00",1,0,1,2,25.42,31.06,50,8.9981,59,206,265
"3371","2011-08-10 08:00:00",3,0,1,1,30.34,33.335,51,12.998,38,361,399
"10138","2012-11-07 18:00:00",4,0,1,2,13.12,14.395,53,23.9994,17,448,465
"5019","2011-12-03 04:00:00",4,0,0,1,9.02,11.365,75,8.9981,1,7,8
"5115","2011-12-07 04:00:00",4,0,1,3,18.86,22.725,100,11.0014,0,1,1
"5040","2011-12-04 01:00:00",4,0,0,1,12.3,15.91,75,6.0032,20,54,74
"3868","2011-09-12 04:00:00",3,0,1,1,22.14,25.76,94,7.0015,0,4,4
"1378","2011-04-03 06:00:00",2,0,0,1,11.48,13.635,65,12.998,10,23,33
"9722","2012-10-09 10:00:00",4,0,1,2,18.04,21.97,75,15.0013,33,131,164
"5493","2012-01-03 23:00:00",1,0,1,1,4.1,3.79,46,26.0027,0,18,18
"5160","2011-12-09 01:00:00",4,0,1,1,9.84,14.395,65,0,2,12,14
"6878","2012-04-04 21:00:00",2,0,1,1,24.6,30.305,23,22.0028,43,255,298
"9285","2012-09-10 05:00:00",3,0,1,1,20.5,24.24,72,16.9979,4,36,40
"465","2011-02-02 10:00:00",1,0,1,2,9.02,13.635,100,0,2,59,61
"591","2011-02-07 18:00:00",1,0,1,2,13.94,16.665,66,8.9981,5,170,175
"9258","2012-09-09 02:00:00",3,0,0,1,22.14,25.76,77,19.0012,15,81,96
"1026","2011-03-07 06:00:00",1,0,1,1,8.2,9.09,75,26.0027,3,31,34
"6610","2012-03-12 16:00:00",1,0,1,1,25.42,31.06,35,30.0026,77,255,332
"7976","2012-06-12 16:00:00",2,0,1,2,27.06,29.545,89,19.0012,30,209,239
"7840","2012-06-07 00:00:00",2,0,1,1,21.32,25,77,8.9981,9,50,59
"10794","2012-12-16 03:00:00",4,0,0,2,13.94,16.665,87,12.998,1,37,38
"8625","2012-08-01 17:00:00",3,0,1,1,32.8,37.12,49,11.0014,103,734,837
"9591","2012-10-03 23:00:00",4,0,1,2,27.06,30.305,78,0,21,199,220
"5965","2012-02-04 17:00:00",1,0,0,3,12.3,14.395,70,12.998,13,54,67
"3803","2011-09-09 10:00:00",3,0,1,2,25.42,25.76,100,0,2,27,29
"3317","2011-08-08 02:00:00",3,0,1,1,27.06,29.545,89,0,4,3,7
"9896","2012-10-16 16:00:00",4,0,1,1,22.14,25.76,39,19.0012,79,367,446
"2370","2011-06-06 15:00:00",2,0,1,1,32.8,34.85,29,12.998,38,127,165
"5113","2011-12-07 02:00:00",4,0,1,3,18.86,22.725,100,15.0013,2,4,6
"5367","2011-12-17 16:00:00",4,0,0,1,11.48,13.635,45,15.0013,30,192,222
"6467","2012-03-06 16:00:00",1,0,1,1,14.76,16.665,32,19.0012,22,228,250
"4089","2011-10-02 09:00:00",4,0,0,1,14.76,16.665,76,23.9994,19,96,115
"10213","2012-11-10 22:00:00",4,0,0,1,15.58,19.695,71,6.0032,39,154,193
"7026","2012-04-11 01:00:00",2,0,1,1,13.94,15.91,39,19.0012,3,9,12
"8366","2012-07-09 22:00:00",3,0,1,2,29.52,33.335,58,7.0015,35,189,224
"6455","2012-03-06 04:00:00",1,0,1,1,7.38,8.335,51,19.9995,0,3,3
"5497","2012-01-04 03:00:00",1,0,1,1,0.82,0.76,34,19.0012,0,1,1
"9005","2012-08-17 13:00:00",3,0,1,1,34.44,12.12,36,26.0027,103,254,357
"9417","2012-09-15 17:00:00",3,0,0,2,27.06,31.06,36,16.9979,295,434,729
"7820","2012-06-06 04:00:00",2,0,1,1,18.86,22.725,82,7.0015,3,7,10
"5263","2011-12-13 08:00:00",4,0,1,1,8.2,11.365,69,7.0015,9,391,400
"5302","2011-12-14 23:00:00",4,0,1,1,13.12,15.91,70,11.0014,3,48,51
"8572","2012-07-18 12:00:00",3,0,1,1,37.72,43.18,37,8.9981,36,166,202
"9315","2012-09-11 11:00:00",3,0,1,1,26.24,31.06,33,6.0032,60,187,247
"1340","2011-04-01 16:00:00",2,0,1,1,13.94,15.15,46,27.9993,42,125,167
"2248","2011-06-01 13:00:00",2,0,1,1,36.9,40.91,37,12.998,29,125,154
"2445","2011-06-09 18:00:00",2,0,1,1,36.08,40.15,39,19.0012,52,414,466
"5994","2012-02-05 22:00:00",1,0,0,1,10.66,13.635,60,7.0015,9,182,191
"7378","2012-05-06 18:00:00",2,0,0,2,25.42,30.305,61,12.998,131,332,463
"2511","2011-06-12 12:00:00",2,0,0,1,33.62,37.88,46,0,176,244,420
"651","2011-02-10 08:00:00",1,0,1,1,4.1,3.79,49,22.0028,5,173,178
"9764","2012-10-11 04:00:00",4,0,1,1,16.4,20.455,50,16.9979,0,10,10
"6909","2012-04-06 04:00:00",2,0,1,1,13.94,15.91,49,16.9979,2,3,5
"4619","2011-11-05 12:00:00",4,0,0,1,14.76,17.425,46,11.0014,137,235,372
"9634","2012-10-05 18:00:00",4,0,1,1,26.24,31.06,57,8.9981,106,655,761
"8792","2012-08-08 16:00:00",3,0,1,2,32.8,37.12,49,19.0012,113,328,441
"10800","2012-12-16 09:00:00",4,0,0,2,14.76,17.425,87,8.9981,19,113,132
"3460","2011-08-14 01:00:00",3,0,0,3,26.24,28.79,89,15.0013,16,57,73
"4527","2011-11-01 16:00:00",4,0,1,1,19.68,23.485,44,11.0014,46,252,298
"3123","2011-07-19 00:00:00",3,0,1,1,30.34,34.85,66,7.0015,25,26,51
"10049","2012-11-04 01:00:00",4,0,0,1,10.66,14.395,81,6.0032,26,139,165
"7284","2012-05-02 20:00:00",2,0,1,1,21.32,25,77,16.9979,42,296,338
"4742","2011-11-10 15:00:00",4,0,1,3,14.76,16.665,81,19.9995,5,57,62
"5884","2012-02-01 08:00:00",1,0,1,3,14.76,18.18,73,7.0015,15,505,520
"3049","2011-07-15 22:00:00",3,0,1,1,27.06,31.06,57,15.0013,71,152,223
"8634","2012-08-02 02:00:00",3,0,1,1,27.06,30.305,83,6.0032,3,8,11
"17","2011-01-01 16:00:00",1,0,0,2,17.22,21.21,82,19.9995,41,52,93
"7501","2012-05-11 21:00:00",2,0,1,1,24.6,30.305,28,7.0015,45,225,270
"7528","2012-05-13 00:00:00",2,0,0,1,22.96,26.515,64,11.0014,19,79,98
"724","2011-02-13 12:00:00",1,0,0,1,14.76,15.91,32,31.0009,58,94,152
"9584","2012-10-03 16:00:00",4,0,1,2,29.52,33.335,58,0,42,436,478
"7903","2012-06-09 15:00:00",2,0,0,1,34.44,35.605,20,19.9995,218,337,555
"1614","2011-04-13 03:00:00",2,0,1,3,16.4,20.455,94,22.0028,0,2,2
"7643","2012-05-17 19:00:00",2,0,1,1,26.24,31.06,31,12.998,86,451,537
"5288","2011-12-14 09:00:00",4,0,1,2,12.3,16.665,61,0,9,230,239
"993","2011-03-05 19:00:00",1,0,0,2,18.86,22.725,67,22.0028,27,62,89
"369","2011-01-16 20:00:00",1,0,0,1,7.38,9.85,47,11.0014,7,50,57
"4938","2011-11-18 19:00:00",4,0,1,1,11.48,13.635,41,11.0014,7,183,190
"4560","2011-11-03 01:00:00",4,0,1,1,13.94,16.665,81,8.9981,3,12,15
"1730","2011-04-17 23:00:00",2,0,0,1,18.04,21.97,67,11.0014,19,37,56
"10183","2012-11-09 16:00:00",4,0,1,1,18.86,22.725,38,11.0014,57,377,434
"42","2011-01-02 18:00:00",1,0,0,2,14.76,16.665,46,22.0028,10,43,53
"3775","2011-09-08 06:00:00",3,0,1,3,25.42,27.275,94,11.0014,1,55,56
"7694","2012-05-19 22:00:00",2,0,0,1,26.24,31.06,47,0,104,234,338
"2212","2011-05-19 01:00:00",2,0,1,1,20.5,24.24,94,0,2,4,6
"2354","2011-06-05 23:00:00",2,0,0,1,25.42,29.545,78,8.9981,25,61,86
"4322","2011-10-12 02:00:00",4,0,1,2,22.96,26.515,83,19.0012,0,2,2
"2249","2011-06-01 14:00:00",2,0,1,1,36.9,40.91,37,16.9979,40,105,145
"8536","2012-07-17 00:00:00",3,0,1,1,29.52,35.605,84,7.0015,10,43,53
"5772","2012-01-15 15:00:00",1,0,0,1,9.02,11.365,27,12.998,33,173,206
"6893","2012-04-05 12:00:00",2,0,1,1,18.04,21.97,33,0,66,210,276
"7405","2012-05-07 21:00:00",2,0,1,2,22.14,25.76,45,15.0013,37,210,247
"10701","2012-12-12 06:00:00",4,0,1,2,10.66,12.12,60,16.9979,2,126,128
"761","2011-02-15 01:00:00",1,0,1,1,12.3,12.12,42,51.9987,0,5,5
"328","2011-01-15 03:00:00",1,0,0,2,6.56,11.365,59,0,1,7,8
"79","2011-01-04 10:00:00",1,0,1,2,6.56,6.82,69,22.0028,5,37,42
"5453","2012-01-02 07:00:00",1,1,0,1,9.84,10.605,32,26.0027,0,16,16
"1992","2011-05-09 21:00:00",2,0,1,1,21.32,25,59,8.9981,28,128,156
"702","2011-02-12 13:00:00",1,0,0,1,12.3,13.635,39,27.9993,32,103,135
"4567","2011-11-03 08:00:00",4,0,1,2,13.94,17.425,81,6.0032,8,394,402
"9757","2012-10-10 21:00:00",4,0,1,1,20.5,24.24,51,23.9994,18,251,269
"6086","2012-02-09 19:00:00",1,0,1,1,13.12,16.665,33,7.0015,8,287,295
"458","2011-02-02 03:00:00",1,0,1,3,9.02,11.365,93,8.9981,0,1,1
"10556","2012-12-06 05:00:00",4,0,1,1,9.02,10.605,55,19.0012,0,32,32
"7985","2012-06-13 01:00:00",2,0,1,1,26.24,29.545,78,0,7,21,28
"9013","2012-08-17 21:00:00",3,0,1,2,27.88,12.12,69,19.9995,57,198,255
"5553","2012-01-06 11:00:00",1,0,1,1,12.3,15.15,56,11.0014,8,130,138
"7331","2012-05-04 19:00:00",2,0,1,1,28.7,32.575,51,8.9981,64,388,452
"9524","2012-10-01 04:00:00",4,0,1,1,17.22,21.21,82,7.0015,0,10,10
"4759","2011-11-11 08:00:00",4,1,0,1,12.3,13.635,42,23.9994,9,249,258
"4990","2011-12-01 23:00:00",4,0,1,1,10.66,14.395,70,6.0032,3,70,73
"1772","2011-04-19 17:00:00",2,0,1,1,22.96,26.515,60,7.0015,39,372,411
"1692","2011-04-16 09:00:00",2,0,0,3,16.4,20.455,100,19.9995,2,27,29
"8734","2012-08-06 06:00:00",3,0,1,2,28.7,33.335,79,15.0013,4,137,141
"10838","2012-12-17 23:00:00",4,0,1,3,17.22,21.21,94,15.0013,6,41,47
"8924","2012-08-14 04:00:00",3,0,1,2,27.88,31.82,83,12.998,0,5,5
"8906","2012-08-13 10:00:00",3,0,1,2,31.16,34.09,40,0,88,111,199
"9812","2012-10-13 04:00:00",4,0,0,1,12.3,15.15,65,11.0014,2,9,11
"10067","2012-11-04 19:00:00",4,0,0,1,14.76,16.665,43,16.9979,24,203,227
"5610","2012-01-08 20:00:00",1,0,0,1,12.3,15.15,52,11.0014,7,119,126
"3522","2011-08-16 15:00:00",3,0,1,1,32.8,35.605,41,19.9995,36,123,159
"1721","2011-04-17 14:00:00",2,0,0,1,21.32,25,34,26.0027,170,191,361
"6241","2012-02-16 06:00:00",1,0,1,2,12.3,15.91,70,6.0032,4,83,87
"3263","2011-08-05 20:00:00",3,0,1,1,29.52,33.335,58,15.0013,70,221,291
"4662","2011-11-07 07:00:00",4,0,1,2,11.48,15.91,93,0,6,305,311
"6928","2012-04-06 23:00:00",2,0,1,1,17.22,21.21,30,19.0012,21,92,113
"7769","2012-06-04 01:00:00",2,0,1,3,22.96,26.515,60,11.0014,4,10,14
"10046","2012-11-03 22:00:00",4,0,0,1,13.12,16.665,57,7.0015,13,133,146
"7819","2012-06-06 03:00:00",2,0,1,1,18.86,22.725,82,0,0,8,8
"4977","2011-12-01 10:00:00",4,0,1,1,13.12,15.15,53,19.9995,7,86,93
"1684","2011-04-16 01:00:00",2,0,0,2,14.76,16.665,87,19.0012,5,28,33
"5443","2012-01-01 20:00:00",1,0,0,2,18.04,21.97,62,19.9995,25,58,83
"9097","2012-09-02 09:00:00",3,0,0,2,28.7,33.335,84,0,88,144,232
"417","2011-01-19 09:00:00",1,0,1,2,9.84,12.88,93,7.0015,2,107,109
"8175","2012-07-01 23:00:00",3,0,0,3,31.98,35.605,52,11.0014,22,88,110
"1071","2011-03-09 03:00:00",1,0,1,1,9.84,12.88,70,6.0032,1,2,3
"7011","2012-04-10 10:00:00",2,0,1,1,18.86,22.725,47,11.0014,49,132,181
"7613","2012-05-16 13:00:00",2,0,1,1,29.52,32.575,42,0,77,273,350
"9589","2012-10-03 21:00:00",4,0,1,2,27.06,31.06,74,0,14,195,209
"5817","2012-01-17 13:00:00",1,0,1,2,15.58,19.695,76,22.0028,8,95,103
"7382","2012-05-06 22:00:00",2,0,0,1,22.96,26.515,73,11.0014,44,113,157
"2144","2011-05-16 05:00:00",2,0,1,1,20.5,24.24,93,12.998,1,20,21
"9179","2012-09-05 19:00:00",3,0,1,1,30.34,34.85,70,11.0014,64,598,662
"3655","2011-09-03 04:00:00",3,0,0,1,25.42,29.545,73,11.0014,3,4,7
"8395","2012-07-11 03:00:00",3,0,1,1,26.24,28.79,89,8.9981,0,5,5
"7118","2012-04-14 22:00:00",2,0,0,2,22.14,25.76,52,11.0014,64,148,212
"8853","2012-08-11 05:00:00",3,0,0,1,25.42,28.03,88,7.0015,2,9,11
"5628","2012-01-09 14:00:00",1,0,1,3,9.02,11.365,75,11.0014,5,45,50
"8490","2012-07-15 02:00:00",3,0,0,2,27.88,31.82,89,11.0014,29,86,115
"7359","2012-05-05 23:00:00",2,0,0,2,22.96,26.515,83,19.0012,35,114,149
"4520","2011-11-01 09:00:00",4,0,1,1,16.4,20.455,66,11.0014,16,206,222
"4367","2011-10-13 23:00:00",4,0,1,2,23.78,27.275,88,12.998,2,45,47
"5505","2012-01-04 11:00:00",1,0,1,2,3.28,6.06,42,6.0032,6,40,46
"8545","2012-07-17 09:00:00",3,0,1,2,33.62,38.635,49,15.0013,32,288,320
"1464","2011-04-06 20:00:00",2,0,1,1,18.86,22.725,51,15.0013,15,126,141
"2352","2011-06-05 21:00:00",2,0,0,1,26.24,30.305,73,11.0014,54,111,165
"2963","2011-07-12 08:00:00",3,0,1,1,31.16,35.605,58,15.0013,35,382,417
"10211","2012-11-10 20:00:00",4,0,0,1,18.04,21.97,54,0,39,153,192
"7461","2012-05-10 05:00:00",2,0,1,1,18.86,22.725,72,19.9995,1,23,24
"6334","2012-03-01 03:00:00",1,0,1,1,18.86,22.725,94,15.0013,0,3,3
"2968","2011-07-12 13:00:00",3,0,1,1,35.26,40.15,47,15.0013,32,104,136
"4569","2011-11-03 10:00:00",4,0,1,2,16.4,20.455,76,12.998,12,98,110
"835","2011-02-18 05:00:00",1,0,1,2,18.86,22.725,67,7.0015,1,6,7
"10771","2012-12-15 04:00:00",4,0,0,2,9.84,12.88,87,7.0015,1,5,6
"4373","2011-10-14 05:00:00",4,0,1,2,22.96,26.515,94,11.0014,0,17,17
"3292","2011-08-07 01:00:00",3,0,0,2,28.7,33.335,84,16.9979,10,63,73
"10050","2012-11-04 02:00:00",4,0,0,1,12.3,16.665,65,0,6,31,37
"2722","2011-07-02 07:00:00",3,0,0,1,26.24,30.305,65,0,10,35,45
"3783","2011-09-08 14:00:00",3,0,1,2,28.7,33.335,79,23.9994,15,105,120
"8256","2012-07-05 08:00:00",3,0,1,1,32.8,37.12,49,8.9981,36,514,550
"6093","2012-02-10 02:00:00",1,0,1,1,10.66,14.395,52,6.0032,7,9,16
"2875","2011-07-08 16:00:00",3,0,1,3,27.88,31.82,83,30.0026,27,105,132
"4666","2011-11-07 11:00:00",4,0,1,1,17.22,21.21,77,7.0015,28,100,128
"7778","2012-06-04 10:00:00",2,0,1,1,26.24,31.06,41,31.0009,67,120,187
"2893","2011-07-09 10:00:00",3,0,0,1,31.16,34.85,52,11.0014,87,177,264
"7608","2012-05-16 08:00:00",2,0,1,1,23.78,27.275,83,0,33,617,650
"8296","2012-07-07 00:00:00",3,0,0,1,31.98,37.88,66,8.9981,35,115,150
"6472","2012-03-06 21:00:00",1,0,1,1,13.12,15.91,49,12.998,5,143,148
"22","2011-01-01 21:00:00",1,0,0,2,16.4,20.455,87,12.998,3,31,34
"7237","2012-04-19 21:00:00",2,0,1,1,21.32,25,55,7.0015,27,240,267
"1724","2011-04-17 17:00:00",2,0,0,1,22.96,26.515,30,30.0026,143,163,306
"2495","2011-06-11 20:00:00",2,0,0,1,27.88,31.82,74,16.9979,95,180,275
"392","2011-01-17 19:00:00",1,1,0,3,7.38,9.09,59,12.998,2,58,60
"210","2011-01-10 00:00:00",1,0,1,1,4.92,6.06,50,19.0012,2,3,5
"4615","2011-11-05 08:00:00",4,0,0,1,11.48,12.88,56,22.0028,4,80,84
"6764","2012-03-19 02:00:00",1,0,1,1,18.86,22.725,88,11.0014,1,7,8
"2913","2011-07-10 06:00:00",3,0,0,1,26.24,29.545,78,6.0032,8,17,25
"10309","2012-11-14 22:00:00",4,0,1,1,11.48,15.91,61,0,6,167,173
"276","2011-01-12 22:00:00",1,0,1,1,6.56,6.06,55,30.0026,1,32,33
